OBJECTID,NAME,FULLNAME,TYPE,TRACT,COUNTYFIPS,STATEFIPS,STATEABBR,DSITE,DSITENAME,CONTNMPRE,CONTFSTNM,CONTMIDNM,CONTLSTNM,CONTNMSUF,CONTTITLE,CONTORG,CONTDEPT,CONTADDR1,CONTADDR2,CONTCITY,CONTSTATE,CONTZIP,CONTPHONE,CONTFAX,CONTEMAIL,FIPS,TRACTYEAR,PERIODA,PERIODB,PERIODC,URBANRURAL,LINK,PERIODD,Shape__Area,Shape__Length
813,"Chattanooga, TN","Chattanooga, TN Renewal Community",Renewal Community,003100,065,47,TN,No,,Ms.,Maria, ,Noel, , ,Manager, ,1250 Market Street,Suite 1006,Chattanooga,TN,37402,423-425-3770,423-425-3779,noel_m@mail.chattanooga.gov,47065003100,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=TN&community=Chattanooga_RC&info1=Urban+Renewal+Community&ID=09072600001,None,657624.98046875,3818.67298414807
814,"Cincinnati, OH","Cincinnati, OH Empowerment Zone",Empowerment Zone,,061,39,OH,Yes,Blue Ash Airport,Mr.,Harold, ,Cleveland, , ,CEO, ,"3030 Vernon Place, 3rd Floor", ,Cincinnati,OH,45219,513-487-5200,513-487-5202,hcleveland@empowercincy.org,,,None,Empowerment Zone (Round II),Empowerment Zone (Round II),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=OH&community=Cincinnati&info1=Round+II+EZ&ID=39106200001,Empowerment Zone (Round II),2524846.8671875,7368.61073282058
815,"Gary/Hammond/East Chicago, IN","Gary/Hammond/East Chicago, IN Empowerment Zone",Empowerment Zone,011100,089,18,IN,No,,Ms.,Venus, ,Cobb, , ,Executive Director,Empowerment Zone Office,840 Broadway St., ,Gary,IN,46402,219-886-9047,219-886-9051,venuscobb@yahoo.com,18089011100,1990,None,Empowerment Zone (Round II),Empowerment Zone (Round II),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IN&community=gary_echicago&info1=Round+II+EZ&ID=18110400001,Empowerment Zone (Round II),544669.3125,3678.27975222718
816,"Chicago, IL","Chicago, IL Empowerment Zone",Empowerment Zone,420600,031,17,IL,No,,Mr.,Wallace, ,Goode, , ,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602-5086,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031420600,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago&info1=Round+I+EZ&ID=17129600001,Empowerment Zone (Round I),454398.39453125,2756.19048314406
817,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,680700,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031680700,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,594368.71875,3270.50719003838
818,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,680900,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031680900,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,1840461.23828125,5934.22326078237
819,"Jacksonville, CA","Jacksonville, FL Empowerment Zone",Empowerment Zone,001500,031,12,FL,No,,Ms.,Roslyn, ,Phillips, , ,"Director, Business Development", ,220 East Bay Street,"City Hall Annex, 14th Floor",Jacksonville,FL,32202,904-630-1540,904-630-2919,roslynp@coj.net,12031001500,1990,None,None,Empowerment Zone (Round III),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=FL&community=Jacksonville&info1=Round+III+EZ&ID=12902500001,Empowerment Zone (Round III),2969740.17578125,8630.67429847415
820,"Miami/Dade County, FL","Miami/Dade County, FL Empowerment Zone",Empowerment Zone,011300,025,12,FL,No,,Mr.,Bryan,K.,Finnie, , ,President/CEO, ,140 W. Flagler Street,Suite 1000,Miami,FL,33130,305-375-3848,305-372-7629,kfinnie@miamidade.gov,12025011300,1990,Enterprise Community (Round I),"Empowerment Zone (Round II); Enterprise Community (Round I)","Enterprise Community (Round I) Ending 12-31-04; Empowerment Zone (Round II)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=FL&community=Miami_Dade_County&info1=Round+I+EC&info1=Round+II+EZ&ID=129025000,Empowerment Zone (Round II),4650162.36523438,9052.16587161063
821,"Gary/Hammond/East Chicago, IN","Gary/Hammond/East Chicago, IN Empowerment Zone",Empowerment Zone,030400,089,18,IN,No,,Ms.,Venus, ,Cobb, , ,Executive Director,Empowerment Zone Office,840 Broadway St., ,Gary,IN,46402,219-886-9047,219-886-9051,venuscobb@yahoo.com,18089030400,1990,None,Empowerment Zone (Round II),Empowerment Zone (Round II),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IN&community=gary_echicago&info1=Round+II+EZ&ID=18110400001,Empowerment Zone (Round II),17557217.71875,27502.5112923028
822,"Baltimore, MD","Baltimore, MD Empowerment Zone",Empowerment Zone,060500,510,24,MD,No,,Ms.,Diane, ,Bell, , ,President/CEO, ,3 South Frederick Street,Suite 800,Baltimore,MD,21202,410-783-4400,410-783-0526,Dbell@ebmc.org,24510060500,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MD&community=Baltimore&info1=Round+I+EZ&ID=24006600001,Empowerment Zone (Round I),466302.3125,2786.92672037488
823,"Chicago, IL","Chicago, IL Empowerment Zone",Empowerment Zone,381400,031,17,IL,No,,Mr.,Wallace, ,Goode, , ,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602-5086,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031381400,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago&info1=Round+I+EZ&ID=17129600001,Empowerment Zone (Round I),567303.9296875,3761.89791923639
824,"Chicago, IL","Chicago, IL Empowerment Zone",Empowerment Zone,390200,031,17,IL,No,,Mr.,Wallace, ,Goode, , ,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602-5086,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031390200,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago&info1=Round+I+EZ&ID=17129600001,Empowerment Zone (Round I),543197.265625,3087.4401368177
825,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,670200,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031670200,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,600450.81640625,3291.53976561458
826,"Detroit, MI","Detroit, MI Renewal Community",Renewal Community,503300,163,26,MI,No,,Ms.,Burney, ,Johnson, , ,Director of Planning Activities,Planning and Development Department,"65 Cadillac Square, Suite 2300", ,Detroit,MI,48226,313-224-6380,313-224-1310,burneyjohnson@pdd.ci.detroit.mi.us,26163503300,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MI&community=Detroit_RC&info1=Urban+Renewal+Community&ID=09072600001,None,2377912.5859375,6490.40397574754
827,"Atlanta, GA","Atlanta, GA Renewal Community",Renewal Community,007100,121,13,GA,No,,Mr.,Melvin,,Waldrop,,,Program Director,Atlanta Neighborhood Development Partnership,100 Peachtree Street NW,Suite 700,Atlanta,GA,30303,404-522-2637,404-523-4357,mwaldrop@andpi.org,13121007100,1990,None,None,Atlanta Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=GA&community=Atlanta_RC&info1=Urban+Renewal+Community&ID=09072600001,None,3642683.296875,11444.6247083216
828,"Philadelphia, PA/Camden, NJ","Philadelphia, PA/Camden, NJ Empowerment Zone",Empowerment Zone,016200,101,42,PA,No,,Ms.,Eva, ,Gladstein, , ,Executive Director, ,City Hall,Room 168,Philadelphia,PA,19107,215-686-0457,215-686-0462,eva.gladstein@phila.org,42101016200,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=PA&community=Philadelphia&info1=Round+I+EZ&ID=42545100001,Empowerment Zone (Round I),620767.27734375,3720.35119046095
829,"Atlanta, GA","Atlanta, GA Renewal Community",Renewal Community,007400,121,13,GA,No,,Mr.,Melvin,,Waldrop,,,Program Director,Atlanta Neighborhood Development Partnership,100 Peachtree Street NW,Suite 700,Atlanta,GA,30303,404-522-2637,404-523-4357,mwaldrop@andpi.org,13121007400,1990,None,None,Atlanta Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=GA&community=Atlanta_RC&info1=Urban+Renewal+Community&ID=09072600001,None,3297248.69921875,7854.11393824638
830,"Atlanta, GA","Atlanta, GA Renewal Community",Renewal Community,007701,121,13,GA,No,,Mr.,Melvin,,Waldrop,,,Program Director,Atlanta Neighborhood Development Partnership,100 Peachtree Street NW,Suite 700,Atlanta,GA,30303,404-522-2637,404-523-4357,mwaldrop@andpi.org,13121007701,1990,None,None,Atlanta Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=GA&community=Atlanta_RC&info1=Urban+Renewal+Community&ID=09072600001,None,16295478.2109375,18343.9929093283
831,"St. Louis, MO/E. St. Louis, IL","St. Louis, MO/E. St. Louis, IL Empowerment Zone",Empowerment Zone,121400,510,29,MO,No,,Mr.,Michael,Wesley,Jones, , ,Executive Director, ,100 N. Tucker Boulevard,Suite 540,St. Louis,MO,63101,314-241-0002,314-249-4099,mjones@stlouisezone.org,29510121400,1990,Enterprise Community (Round I),"Empowerment Zone (Round II); Enterprise Community (Round I)","Enterprise Community (Round I) Ending 12-31-04; Empowerment Zone (Round II)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MO&community=estlouis_stlouis&info1=Round+II+EZ&ID=29462600002,Empowerment Zone (Round II),1439201.265625,5035.09914992391
832,"Newark, NJ","Newark, NJ Renewal Community",Renewal Community,006700,013,34,NJ,No,,Ms.,Angela, ,Corbo, , ,Renewal Community Coordinator,Department of Administration,"920 Broad St., Room B-16", ,Newark,NJ,07104,973-733-4331,973-424-4286,corboa@ci.newark.nj.us,34013006700,1990,Enterprise Community (Round I),Enterprise Community (Round I),Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=NJ&community=Newark_RC&info1=Urban+Renewal+Community&ID=09072600001,None,552540.3828125,4425.80326074362
833,"Atlanta, GA","Atlanta, GA Renewal Community",Renewal Community,004000,121,13,GA,No,,Mr.,Melvin,,Waldrop,,,Program Director,Atlanta Neighborhood Development Partnership,100 Peachtree Street NW,Suite 700,Atlanta,GA,30303,404-522-2637,404-523-4357,mwaldrop@andpi.org,13121004000,1990,None,None,Atlanta Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=GA&community=Atlanta_RC&info1=Urban+Renewal+Community&ID=09072600001,None,2337702.41015625,6603.13518505393
834,"Boston, MA","Boston, MA Empowerment Zone",Empowerment Zone,061300,025,25,MA,No,,Ms.,Christine, ,Araujo, ,Executive Director,"Boston Connects, Inc.", ,2201 Washington St.,Suite 302,Boston,MA,02119,617-541-2670,617-427-0747, ,25025061300,1990,Enhanced Enterprise Community (Round I),"Empowerment Zone (Round II); Enhanced Enterprise Community (Round I)","Enhanced Enterprise Community (Round I) Ending 12-31-04; Empowerment Zone (Round II)",Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MA&community=Boston&info1=Round+II+EZ&ID=25000100001,Empowerment Zone (Round II),871298.73828125,3901.88690144965
835,"Detroit, MI","Detroit, MI Renewal Community",Renewal Community,514600,163,26,MI,No,,Ms.,Burney, ,Johnson, , ,Director of Planning Activities,Planning and Development Department,"65 Cadillac Square, Suite 2300", ,Detroit,MI,48226,313-224-6380,313-224-1310,burneyjohnson@pdd.ci.detroit.mi.us,26163514600,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MI&community=Detroit_RC&info1=Urban+Renewal+Community&ID=09072600001,None,976240.58984375,4320.04826832269
836,"Jacksonville, CA","Jacksonville, FL Empowerment Zone",Empowerment Zone,000500,031,12,FL,No,,Ms.,Roslyn, ,Phillips, , ,"Director, Business Development", ,220 East Bay Street,"City Hall Annex, 14th Floor",Jacksonville,FL,32202,904-630-1540,904-630-2919,roslynp@coj.net,12031000500,1990,None,None,Empowerment Zone (Round III),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=FL&community=Jacksonville&info1=Round+III+EZ&ID=12902500001,Empowerment Zone (Round III),5678753.60546875,9485.11714679822
837,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,430300,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031430300,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,736438.859375,3523.19653210286
838,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,370300,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031370300,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,822464.046875,3681.59935894056
839,"Atlanta, GA","Atlanta, GA Renewal Community",Renewal Community,005800,121,13,GA,No,,Mr.,Melvin,,Waldrop,,,Program Director,Atlanta Neighborhood Development Partnership,100 Peachtree Street NW,Suite 700,Atlanta,GA,30303,404-522-2637,404-523-4357,mwaldrop@andpi.org,13121005800,1990,None,None,Atlanta Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=GA&community=Atlanta_RC&info1=Urban+Renewal+Community&ID=09072600001,None,1810930.3125,8019.9573973934
840,Southwest Georgia United,Southwest Georgia United Empowerment Zone,Empowerment Zone,970300,093,13,GA,No,,Mr.,Robert, ,Cooke, , ,Executive Director, ,PO. Box 587, ,Cordele,GA,31010,912-273-9111,912-276-0450,rcooke@sowega.net,13093970300,1990,None,Empowerment Zone (Round II),Empowerment Zone (Round II),Rural,http://www.ezec.gov/Communit/crispdooly.html,Empowerment Zone (Round II),606937156.960938,121496.933040712
841,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,670500,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031670500,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,1153099.6640625,5428.24349018371
842,"Atlanta, GA","Atlanta, GA Renewal Community",Renewal Community,007200,121,13,GA,No,,Mr.,Melvin,,Waldrop,,,Program Director,Atlanta Neighborhood Development Partnership,100 Peachtree Street NW,Suite 700,Atlanta,GA,30303,404-522-2637,404-523-4357,mwaldrop@andpi.org,13121007200,1990,None,None,Atlanta Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=GA&community=Atlanta_RC&info1=Urban+Renewal+Community&ID=09072600001,None,12832254.3242188,20736.0427185092
843,"Lawrence, MA","Lawrence, MA Renewal Community",Renewal Community,250300,009,25,MA,No,,Mr.,Frederick,T.,Carberry, , ,Economic Development Coordinator,Office of Planning and Development,147 Haverhill Street, ,Lawrence,MA,01840,978-794-5891 ext.144,978-683-4894,f_carberry@cityoflawrence.com,25009250300,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MA&community=Lawrence_RC&info1=Urban+Renewal+Community&ID=12902500001,None,977703.1015625,4497.28233718701
844,"Milwaukee, WI","Milwaukee, WI Renewal Community",Renewal Community,016900,079,55,WI,No,, , , , , ,Renewal Community Specialist,Urban Economic Development Association, ,161 W. Wisconsin Avenue,Suite 3166,Milwaukee,WI,53203,414-225-0550,414-224-0559,rc@uedawi.org,55079016900,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=WI&community=Milwaukee_RC&info1=Urban+Renewal+Community&ID=06334200001,None,895665.8828125,3880.11938613293
845,"Ouachita Parish, LA","Ouachita Parish, LA Renewal Community",Renewal Community,001400,073,22,LA,No,,Ms.,Elizabeth,G.,Pierre, , ,Renewal Community Specialist, ,"1900 N. 18th Street, Suite 440", ,Monroe,LA,71201,318-387-0787,318-387-8529,lpierre@oedc.org,22073001400,1990,Enterprise Community (Round I),Enterprise Community (Round I),Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=LA&community=Ouachita_Parish_RC&info1=Urban+Renewal+Community&ID=09072600001,None,5064656.328125,15001.3429725929
846,"New York, NY","New York, NY Empowerment Zone",Empowerment Zone,001500,005,36,NY,No,,Mr.,Marion, ,Phillips, , ,Chief Administrative Officer, ,633 Third Ave.,32nd Floor,New York,NY,10019,212-803-3239,212-803-3235,mphillips@empire.state.ny.us,36005001500,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=NY&community=New+York&info1=Round+I+EZ&ID=36000100001,Empowerment Zone (Round I),130385.66015625,1503.8247131757
847,"Detroit, MI","Detroit, MI Empowerment Zone",Empowerment Zone,521500,163,26,MI,No,,Mr.,Larry, ,Givens, , ,Executive Director, ,One Ford Place,Suite 1F,Detroit,MI,48202,313-872-8050 ext.17,313-872-8002,lgivens@detez.com,26163521500,1990,Empowerment Zone (Round I),Empowerment Zone (Round I),Empowerment Zone (Round I),Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MI&community=Detroit&info1=Round+I+EZ&ID=26169800001,Empowerment Zone (Round I),2683938.68359375,7256.72965366663
848,"Chicago, IL","Chicago, IL Renewal Community",Renewal Community,612000,031,17,IL,No,,Mr.,Wallace,E.,Goode,Jr.,Jr.,Executive Director, ,20 N. Clark St.,Suite 2800,Chicago,IL,60602,312-744-9623,312-744-9696,wgoode@cityofchicago.org,17031612000,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=IL&community=Chicago_RC&info1=Urban+Renewal+Community&ID=12902500001,None,583891.171875,3240.37070693294
849,"Lawrence, MA","Lawrence, MA Renewal Community",Renewal Community,251200,009,25,MA,No,,Mr.,Frederick,T.,Carberry, , ,Economic Development Coordinator,Office of Planning and Development,147 Haverhill Street, ,Lawrence,MA,01840,978-794-5891 ext.144,978-683-4894,f_carberry@cityoflawrence.com,25009251200,1990,None,None,Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MA&community=Lawrence_RC&info1=Urban+Renewal+Community&ID=12902500001,None,387079.7265625,2953.82583149024
850,"Lowell, MA","Lowell, MA Renewal Community",Renewal Community,310800,017,25,MA,No,,Mr.,Colin,M.,McNiece, , ,Director of Economic Development/Renewal Community,Division of Planning and Development,JFK Civic Center,50 Arcand Drive,Lowell,MA,01852,978-446-7239,978-446-7014,cmcniece@ci.lowell.ma.us,25017310800,1990,Enterprise Community (Round I),Enterprise Community (Round I),Renewal Community,Urban,http://www5.hud.gov/urban/tour/maintemplate.asp?state=MA&community=Lowell_RC&info1=Urban+Renewal+Community&ID=06334200001,None,653850.625,3829.76419516821
